Date,Site,Barn,Avg_Temperature_F,Avg_Humidity_pct,Water_Usage_Gallons,Power_Usage_kWh,Ventilation_Level_pct,Notes
5/18/2025,Finisher East,F3,71.6,68.5,4211,512.5,45.5,Synthetic environmental + utility data for planning and analytics
5/19/2025,Finisher East,F3,75,65.6,5113,602.6,59.7,Synthetic environmental + utility data for planning and analytics
5/20/2025,Finisher East,F3,70.5,65,4538,557.1,49,Synthetic environmental + utility data for planning and analytics
5/21/2025,Finisher East,F3,75.7,72.5,4290,524,36.4,Synthetic environmental + utility data for planning and analytics
5/22/2025,Finisher East,F3,71.6,74.1,5626,564.5,48,Synthetic environmental + utility data for planning and analytics
5/23/2025,Finisher East,F3,72.5,73.5,5802,464.4,35.6,Synthetic environmental + utility data for planning and analytics
5/24/2025,Finisher East,F3,70.1,58.9,4619,568.1,50.7,Synthetic environmental + utility data for planning and analytics
5/25/2025,Finisher East,F3,74.3,60.8,4604,611.8,83.7,Synthetic environmental + utility data for planning and analytics
5/26/2025,Finisher East,F3,70.1,56,4346,530.1,58.1,Synthetic environmental + utility data for planning and analytics
5/27/2025,Finisher East,F3,73.3,58,5541,453.1,67.6,Synthetic environmental + utility data for planning and analytics
5/28/2025,Finisher East,F3,68.8,66,5480,590.9,42.4,Synthetic environmental + utility data for planning and analytics
5/29/2025,Finisher East,F3,72.4,68.6,5403,488.1,59.5,Synthetic environmental + utility data for planning and analytics
5/30/2025,Finisher East,F3,71,73.3,5848,477.4,39.2,Synthetic environmental + utility data for planning and analytics
5/31/2025,Finisher East,F3,67.9,59.9,5222,457.7,40.2,Synthetic environmental + utility data for planning and analytics
6/1/2025,Finisher East,F3,67.1,61.1,5190,517.9,44,Synthetic environmental + utility data for planning and analytics
6/2/2025,Finisher East,F3,72.5,71.9,4387,515.5,72.9,Synthetic environmental + utility data for planning and analytics
6/3/2025,Finisher East,F3,70.6,55.4,6177,475.5,76,Synthetic environmental + utility data for planning and analytics
6/4/2025,Finisher East,F3,68.6,72.9,4766,481,45.2,Synthetic environmental + utility data for planning and analytics
6/5/2025,Finisher East,F3,71.1,66.4,4466,613,37.6,Synthetic environmental + utility data for planning and analytics
6/6/2025,Finisher East,F3,66.8,57.3,5262,477.6,53.1,Synthetic environmental + utility data for planning and analytics
6/7/2025,Finisher East,F3,69.5,71.3,5278,555.4,75.3,Synthetic environmental + utility data for planning and analytics
6/8/2025,Finisher East,F3,69.8,57.2,4977,497.7,60.7,Synthetic environmental + utility data for planning and analytics
6/9/2025,Finisher East,F3,70,63,6032,478.8,41.4,Synthetic environmental + utility data for planning and analytics
6/10/2025,Finisher East,F3,66.2,65.3,5863,507.3,54.6,Synthetic environmental + utility data for planning and analytics
6/11/2025,Finisher East,F3,64.2,59.9,4728,458.1,36.3,Synthetic environmental + utility data for planning and analytics
6/12/2025,Finisher East,F3,66.3,63.5,5372,598.7,46.9,Synthetic environmental + utility data for planning and analytics
6/13/2025,Finisher East,F3,68.3,65.3,6013,531.7,38.8,Synthetic environmental + utility data for planning and analytics
6/14/2025,Finisher East,F3,67.6,67.2,5352,471.3,77,Synthetic environmental + utility data for planning and analytics
6/15/2025,Finisher East,F3,63.4,64.6,5227,553.1,74.3,Synthetic environmental + utility data for planning and analytics
6/16/2025,Finisher East,F3,68.1,73.6,5774,462.9,72,Synthetic environmental + utility data for planning and analytics
6/17/2025,Finisher East,F3,62,71.4,5161,488.6,79.7,Synthetic environmental + utility data for planning and analytics
6/18/2025,Finisher East,F3,62.9,71.9,5462,478.4,56.3,Synthetic environmental + utility data for planning and analytics
6/19/2025,Finisher East,F3,64.1,67.8,4324,577.1,44.6,Synthetic environmental + utility data for planning and analytics
6/20/2025,Finisher East,F3,65.3,68.6,5388,619.3,35.4,Synthetic environmental + utility data for planning and analytics
6/21/2025,Finisher East,F3,62.4,68.5,5392,455.6,74.6,Synthetic environmental + utility data for planning and analytics
6/22/2025,Finisher East,F3,64.1,73.9,5855,461.7,81,Synthetic environmental + utility data for planning and analytics
6/23/2025,Finisher East,F3,61.2,73.3,4380,576.2,58.1,Synthetic environmental + utility data for planning and analytics
6/24/2025,Finisher East,F3,64.1,62.1,5619,537.3,79.1,Synthetic environmental + utility data for planning and analytics
6/25/2025,Finisher East,F3,61.8,74.8,6055,553.7,84.9,Synthetic environmental + utility data for planning and analytics
6/26/2025,Finisher East,F3,62.8,71.9,5140,492.5,73.4,Synthetic environmental + utility data for planning and analytics
6/27/2025,Finisher East,F3,59.2,74.4,5430,479.1,39.3,Synthetic environmental + utility data for planning and analytics
6/28/2025,Finisher East,F3,62.3,55.2,5790,595.6,57.9,Synthetic environmental + utility data for planning and analytics
6/29/2025,Finisher East,F3,61.6,67,4741,483.8,48.1,Synthetic environmental + utility data for planning and analytics
6/30/2025,Finisher East,F3,62.6,73.7,5610,588.5,47.8,Synthetic environmental + utility data for planning and analytics
7/1/2025,Finisher East,F3,62.3,72.1,5490,590.9,75.5,Synthetic environmental + utility data for planning and analytics
7/2/2025,Finisher East,F3,60.9,73.3,5277,588.1,83.5,Synthetic environmental + utility data for planning and analytics
7/3/2025,Finisher East,F3,56.6,72.4,5999,455.1,64,Synthetic environmental + utility data for planning and analytics
7/4/2025,Finisher East,F3,58.4,69.2,4393,532.9,51.5,Synthetic environmental + utility data for planning and analytics
7/5/2025,Finisher East,F3,56,71.5,5273,460.2,78.7,Synthetic environmental + utility data for planning and analytics
7/6/2025,Finisher East,F3,60.9,64.9,4445,450.5,68.6,Synthetic environmental + utility data for planning and analytics
7/7/2025,Finisher East,F3,55.6,67.6,4990,484.9,46.5,Synthetic environmental + utility data for planning and analytics
7/8/2025,Finisher East,F3,59.6,64.3,5467,580.3,68.9,Synthetic environmental + utility data for planning and analytics
7/9/2025,Finisher East,F3,55.4,59.2,4300,513,66.9,Synthetic environmental + utility data for planning and analytics
7/10/2025,Finisher East,F3,57.1,56.3,5128,516.2,50.5,Synthetic environmental + utility data for planning and analytics
7/11/2025,Finisher East,F3,58.2,64.1,5846,510.9,71.1,Synthetic environmental + utility data for planning and analytics
7/12/2025,Finisher East,F3,55.1,69,4437,615.2,41.1,Synthetic environmental + utility data for planning and analytics
7/13/2025,Finisher East,F3,53.9,55.5,6036,609.4,80.6,Synthetic environmental + utility data for planning and analytics
7/14/2025,Finisher East,F3,56.3,70.4,4793,552.3,52.5,Synthetic environmental + utility data for planning and analytics
7/15/2025,Finisher East,F3,56.2,71.6,6187,603.9,53.3,Synthetic environmental + utility data for planning and analytics
7/16/2025,Finisher East,F3,52.9,61.9,5488,471.4,56.9,Synthetic environmental + utility data for planning and analytics
7/17/2025,Finisher East,F3,56,55.1,4306,498.9,43,Synthetic environmental + utility data for planning and analytics
7/18/2025,Finisher East,F3,53.3,69.7,5159,554.7,68.4,Synthetic environmental + utility data for planning and analytics
7/19/2025,Finisher East,F3,53,73.6,4998,561.6,76,Synthetic environmental + utility data for planning and analytics
7/20/2025,Finisher East,F3,54.4,60.3,5827,483.3,64.6,Synthetic environmental + utility data for planning and analytics
7/21/2025,Finisher East,F3,52.6,59.5,4668,582.2,75.8,Synthetic environmental + utility data for planning and analytics
7/22/2025,Finisher East,F3,53.5,69.5,5407,472,66.6,Synthetic environmental + utility data for planning and analytics
7/23/2025,Finisher East,F3,53.1,62.2,4671,593.2,79.9,Synthetic environmental + utility data for planning and analytics
7/24/2025,Finisher East,F3,50.4,74.9,4359,584.2,82.1,Synthetic environmental + utility data for planning and analytics
7/25/2025,Finisher East,F3,50.9,61.6,5479,497,65.4,Synthetic environmental + utility data for planning and analytics
7/26/2025,Finisher East,F3,54,63.7,4689,610,49.8,Synthetic environmental + utility data for planning and analytics
7/27/2025,Finisher East,F3,49.4,63,5713,565.2,82.2,Synthetic environmental + utility data for planning and analytics
7/28/2025,Finisher East,F3,48.3,66.2,6194,586,53.3,Synthetic environmental + utility data for planning and analytics
7/29/2025,Finisher East,F3,53.8,57.2,4799,492.9,54.7,Synthetic environmental + utility data for planning and analytics
7/30/2025,Finisher East,F3,52.5,71.9,5999,462.2,77.7,Synthetic environmental + utility data for planning and analytics
7/31/2025,Finisher East,F3,48.5,64.3,5338,611.4,41.1,Synthetic environmental + utility data for planning and analytics
8/1/2025,Finisher East,F3,48.6,59.5,5184,532.8,50.3,Synthetic environmental + utility data for planning and analytics
8/2/2025,Finisher East,F3,46.7,71,5214,530.8,59.9,Synthetic environmental + utility data for planning and analytics
8/3/2025,Finisher East,F3,47.6,59.6,5829,569.9,54.3,Synthetic environmental + utility data for planning and analytics
8/4/2025,Finisher East,F3,51.1,70.3,5938,455.1,49.3,Synthetic environmental + utility data for planning and analytics
8/5/2025,Finisher East,F3,50.3,55.1,4557,506.9,77,Synthetic environmental + utility data for planning and analytics
8/6/2025,Finisher East,F3,47.9,57.3,5211,532.4,50.1,Synthetic environmental + utility data for planning and analytics
8/7/2025,Finisher East,F3,51.1,55.6,5279,569.7,65.9,Synthetic environmental + utility data for planning and analytics
8/8/2025,Finisher East,F3,48.3,57.7,5239,595.4,78,Synthetic environmental + utility data for planning and analytics
8/9/2025,Finisher East,F3,49.7,65.6,5797,588.4,46.5,Synthetic environmental + utility data for planning and analytics
8/10/2025,Finisher East,F3,49.2,72.3,5780,555.1,69.8,Synthetic environmental + utility data for planning and analytics
8/11/2025,Finisher East,F3,48.6,59.4,5999,595.2,78.3,Synthetic environmental + utility data for planning and analytics
8/12/2025,Finisher East,F3,47.1,66.3,6022,466.4,65.5,Synthetic environmental + utility data for planning and analytics
8/13/2025,Finisher East,F3,46.4,60.8,5738,607.5,64.1,Synthetic environmental + utility data for planning and analytics
8/14/2025,Finisher East,F3,46.2,64.5,5792,531.1,82.8,Synthetic environmental + utility data for planning and analytics
8/15/2025,Finisher East,F3,48.6,58.1,5082,559.8,65,Synthetic environmental + utility data for planning and analytics
8/16/2025,Finisher East,F3,46.8,71.9,5136,455.9,84.1,Synthetic environmental + utility data for planning and analytics
8/17/2025,Finisher East,F3,45.7,56.9,5553,492,72,Synthetic environmental + utility data for planning and analytics
8/18/2025,Finisher East,F3,45.5,58.5,4255,491.7,54.3,Synthetic environmental + utility data for planning and analytics
8/19/2025,Finisher East,F3,47.2,64.9,5578,610.4,43.9,Synthetic environmental + utility data for planning and analytics
8/20/2025,Finisher East,F3,44.1,67.9,6062,555.2,43,Synthetic environmental + utility data for planning and analytics
8/21/2025,Finisher East,F3,46.9,61,5739,513.3,71.2,Synthetic environmental + utility data for planning and analytics
8/22/2025,Finisher East,F3,47.5,73.2,4729,504.8,85,Synthetic environmental + utility data for planning and analytics
8/23/2025,Finisher East,F3,46.5,61.7,5785,540.7,66.7,Synthetic environmental + utility data for planning and analytics
8/24/2025,Finisher East,F3,44.4,68.1,5962,492,40.2,Synthetic environmental + utility data for planning and analytics
8/25/2025,Finisher East,F3,43.3,68.4,5538,500,46,Synthetic environmental + utility data for planning and analytics
8/26/2025,Finisher East,F3,42.8,71.7,5017,461,64,Synthetic environmental + utility data for planning and analytics
8/27/2025,Finisher East,F3,41.6,55.7,4287,556.2,47.9,Synthetic environmental + utility data for planning and analytics
8/28/2025,Finisher East,F3,40.7,74.4,5552,564.7,64.9,Synthetic environmental + utility data for planning and analytics
8/29/2025,Finisher East,F3,44.6,69.5,5079,580.2,67.3,Synthetic environmental + utility data for planning and analytics
8/30/2025,Finisher East,F3,41.7,73.6,5355,569,62.3,Synthetic environmental + utility data for planning and analytics
8/31/2025,Finisher East,F3,44.4,67,4417,569.6,74.3,Synthetic environmental + utility data for planning and analytics
9/1/2025,Finisher East,F3,43.6,58.8,5296,472.1,38.7,Synthetic environmental + utility data for planning and analytics
9/2/2025,Finisher East,F3,40.5,58.9,5891,458.9,62.1,Synthetic environmental + utility data for planning and analytics
9/3/2025,Finisher East,F3,42.2,57.2,4493,581.9,38.9,Synthetic environmental + utility data for planning and analytics
9/4/2025,Finisher East,F3,40.7,74,4867,569.1,69.2,Synthetic environmental + utility data for planning and analytics
9/5/2025,Finisher East,F3,44.3,66,4358,463.5,43.5,Synthetic environmental + utility data for planning and analytics
9/6/2025,Finisher East,F3,41,61.5,5908,547.2,76.9,Synthetic environmental + utility data for planning and analytics
9/7/2025,Finisher East,F3,39,72.3,6189,456.3,54.7,Synthetic environmental + utility data for planning and analytics
9/8/2025,Finisher East,F3,39.6,74.2,5114,578.7,45.7,Synthetic environmental + utility data for planning and analytics
9/9/2025,Finisher East,F3,38.8,70,5814,517.8,44.7,Synthetic environmental + utility data for planning and analytics
9/10/2025,Finisher East,F3,39.9,70,5642,508,74,Synthetic environmental + utility data for planning and analytics
9/11/2025,Finisher East,F3,41,74.1,5123,534.4,49,Synthetic environmental + utility data for planning and analytics
9/12/2025,Finisher East,F3,39.6,60.7,4239,550,64,Synthetic environmental + utility data for planning and analytics
9/13/2025,Finisher East,F3,38.5,71.3,4501,565.2,54.5,Synthetic environmental + utility data for planning and analytics
9/14/2025,Finisher East,F3,40,57.2,4770,565.6,68.2,Synthetic environmental + utility data for planning and analytics
9/15/2025,Finisher East,F3,38.2,69.4,4787,585.1,57,Synthetic environmental + utility data for planning and analytics
9/16/2025,Finisher East,F3,41,66.1,5384,476.6,68.7,Synthetic environmental + utility data for planning and analytics
9/17/2025,Finisher East,F3,37.9,72.2,5369,487.4,54.5,Synthetic environmental + utility data for planning and analytics
9/18/2025,Finisher East,F3,41.7,73.3,4834,554.5,46,Synthetic environmental + utility data for planning and analytics
9/19/2025,Finisher East,F3,42.9,56,4384,588.4,56.3,Synthetic environmental + utility data for planning and analytics
9/20/2025,Finisher East,F3,39.9,71.4,5132,490,66.8,Synthetic environmental + utility data for planning and analytics
9/21/2025,Finisher East,F3,40,56,6183,540.4,54.9,Synthetic environmental + utility data for planning and analytics
9/22/2025,Finisher East,F3,40.2,72,4236,599.5,47.5,Synthetic environmental + utility data for planning and analytics
9/23/2025,Finisher East,F3,40.9,73.6,5141,543.4,70.5,Synthetic environmental + utility data for planning and analytics
9/24/2025,Finisher East,F3,37.5,56.1,4479,452.5,53.1,Synthetic environmental + utility data for planning and analytics
9/25/2025,Finisher East,F3,41.1,60.5,4834,561.1,56.6,Synthetic environmental + utility data for planning and analytics
9/26/2025,Finisher East,F3,40,56.9,4572,474.9,66.5,Synthetic environmental + utility data for planning and analytics
9/27/2025,Finisher East,F3,40,70.1,4918,505.4,83.2,Synthetic environmental + utility data for planning and analytics
9/28/2025,Finisher East,F3,41.5,68.3,5852,464.3,53.3,Synthetic environmental + utility data for planning and analytics
9/29/2025,Finisher East,F3,39.2,62,5222,494.7,57.5,Synthetic environmental + utility data for planning and analytics
9/30/2025,Finisher East,F3,39.4,56.8,5966,601.8,44.4,Synthetic environmental + utility data for planning and analytics
10/1/2025,Finisher East,F3,41.5,61.2,5901,532,73.2,Synthetic environmental + utility data for planning and analytics
10/2/2025,Finisher East,F3,40.1,71.6,5301,455.2,64.9,Synthetic environmental + utility data for planning and analytics
10/3/2025,Finisher East,F3,40.2,57.8,4330,527.4,43.2,Synthetic environmental + utility data for planning and analytics
10/4/2025,Finisher East,F3,40.1,61,6148,593,66.2,Synthetic environmental + utility data for planning and analytics
10/5/2025,Finisher East,F3,38.5,56.8,6076,577.8,37,Synthetic environmental + utility data for planning and analytics
10/6/2025,Finisher East,F3,40.1,73.1,4812,458.4,43.4,Synthetic environmental + utility data for planning and analytics
10/7/2025,Finisher East,F3,41.7,62.7,4601,501.6,82.3,Synthetic environmental + utility data for planning and analytics
10/8/2025,Finisher East,F3,38.9,67.2,5108,541.4,77.3,Synthetic environmental + utility data for planning and analytics
10/9/2025,Finisher East,F3,39.2,63.8,4948,561.9,69.6,Synthetic environmental + utility data for planning and analytics
10/10/2025,Finisher East,F3,41.3,75,4364,586.1,77.1,Synthetic environmental + utility data for planning and analytics
10/11/2025,Finisher East,F3,43.1,74.4,5602,578.1,83.5,Synthetic environmental + utility data for planning and analytics
10/12/2025,Finisher East,F3,37.4,60.8,5232,549,70.5,Synthetic environmental + utility data for planning and analytics
10/13/2025,Finisher East,F3,38.6,63.8,5793,491.1,43.6,Synthetic environmental + utility data for planning and analytics
10/14/2025,Finisher East,F3,43.1,71,5027,615.8,72.7,Synthetic environmental + utility data for planning and analytics
10/15/2025,Finisher East,F3,38.8,68.7,4637,497.7,37.7,Synthetic environmental + utility data for planning and analytics
10/16/2025,Finisher East,F3,39.9,69.7,4263,498.6,54.6,Synthetic environmental + utility data for planning and analytics
10/17/2025,Finisher East,F3,41.1,61.9,5755,587.2,67.7,Synthetic environmental + utility data for planning and analytics
10/18/2025,Finisher East,F3,42.1,66.3,5848,511.9,75.9,Synthetic environmental + utility data for planning and analytics
10/19/2025,Finisher East,F3,40,58.8,6067,585,72.6,Synthetic environmental + utility data for planning and analytics
10/20/2025,Finisher East,F3,42,62.9,5224,480.8,80.5,Synthetic environmental + utility data for planning and analytics
10/21/2025,Finisher East,F3,43.9,72.4,4272,546.2,35.2,Synthetic environmental + utility data for planning and analytics
10/22/2025,Finisher East,F3,41.3,62.3,5708,607.5,57.1,Synthetic environmental + utility data for planning and analytics
10/23/2025,Finisher East,F3,38.7,71.5,6038,466.8,74.4,Synthetic environmental + utility data for planning and analytics
10/24/2025,Finisher East,F3,41,71.8,4586,583.4,53.8,Synthetic environmental + utility data for planning and analytics
10/25/2025,Finisher East,F3,39,57.7,4440,494.2,35.5,Synthetic environmental + utility data for planning and analytics
10/26/2025,Finisher East,F3,42.4,61.6,5372,534.8,68,Synthetic environmental + utility data for planning and analytics
10/27/2025,Finisher East,F3,40.6,63,5955,614.4,70.7,Synthetic environmental + utility data for planning and analytics
10/28/2025,Finisher East,F3,39.8,65.8,4570,612,65,Synthetic environmental + utility data for planning and analytics
10/29/2025,Finisher East,F3,40.5,73.4,5154,563.7,46.9,Synthetic environmental + utility data for planning and analytics
10/30/2025,Finisher East,F3,40.1,65.9,6098,574.7,82.9,Synthetic environmental + utility data for planning and analytics
10/31/2025,Finisher East,F3,42,61.6,5264,540.9,75.4,Synthetic environmental + utility data for planning and analytics
11/1/2025,Finisher East,F3,42.1,64.4,4446,517.6,47.3,Synthetic environmental + utility data for planning and analytics
11/2/2025,Finisher East,F3,44.5,71.8,6025,535,45.4,Synthetic environmental + utility data for planning and analytics
11/3/2025,Finisher East,F3,42.5,72.1,4405,619.2,56.4,Synthetic environmental + utility data for planning and analytics
11/4/2025,Finisher East,F3,44.5,69.4,5047,599.1,50.3,Synthetic environmental + utility data for planning and analytics
11/5/2025,Finisher East,F3,42.7,70.9,4360,602,65.7,Synthetic environmental + utility data for planning and analytics
11/6/2025,Finisher East,F3,44.4,69.3,5001,517.9,42.1,Synthetic environmental + utility data for planning and analytics
11/7/2025,Finisher East,F3,41.1,65.3,4756,562.1,80.2,Synthetic environmental + utility data for planning and analytics
11/8/2025,Finisher East,F3,42.9,72.3,6100,614.1,83,Synthetic environmental + utility data for planning and analytics
11/9/2025,Finisher East,F3,46.7,61.4,4500,482.9,42.2,Synthetic environmental + utility data for planning and analytics
11/10/2025,Finisher East,F3,43.5,64,6177,512.9,47.3,Synthetic environmental + utility data for planning and analytics
11/11/2025,Finisher East,F3,42.5,61,4963,498.7,38.2,Synthetic environmental + utility data for planning and analytics
11/12/2025,Finisher East,F3,45.4,65.3,5950,506.8,54.6,Synthetic environmental + utility data for planning and analytics
11/13/2025,Finisher East,F3,42.6,65.4,5076,478.4,83.5,Synthetic environmental + utility data for planning and analytics
11/14/2025,Finisher East,F3,42.7,59.4,5397,557.8,48.9,Synthetic environmental + utility data for planning and analytics
11/15/2025,Finisher East,F3,45.2,56.1,5655,569.7,49,Synthetic environmental + utility data for planning and analytics
11/16/2025,Finisher East,F3,43.4,66.9,5276,503.7,68.9,Synthetic environmental + utility data for planning and analytics
11/17/2025,Finisher East,F3,49,73.2,4614,560.5,65.7,Synthetic environmental + utility data for planning and analytics
11/18/2025,Finisher East,F3,47.8,56.1,5325,584.2,76.6,Synthetic environmental + utility data for planning and analytics
11/19/2025,Finisher East,F3,45.3,55.2,4933,468.4,63.9,Synthetic environmental + utility data for planning and analytics
11/20/2025,Finisher East,F3,47.6,74.7,4772,530.6,58.5,Synthetic environmental + utility data for planning and analytics
11/21/2025,Finisher East,F3,45.7,70.8,4831,607.6,38.9,Synthetic environmental + utility data for planning and analytics
11/22/2025,Finisher East,F3,48.6,56.5,5029,506.6,38.3,Synthetic environmental + utility data for planning and analytics
11/23/2025,Finisher East,F3,45.1,65.5,6136,563.5,36.3,Synthetic environmental + utility data for planning and analytics
11/24/2025,Finisher East,F3,47.3,68,5812,602.6,84.4,Synthetic environmental + utility data for planning and analytics
11/25/2025,Finisher East,F3,45.6,64.6,5825,550.7,72.6,Synthetic environmental + utility data for planning and analytics
11/26/2025,Finisher East,F3,49.6,65.9,4249,453,76.1,Synthetic environmental + utility data for planning and analytics
11/27/2025,Finisher East,F3,47.3,57.6,4221,618.1,81.3,Synthetic environmental + utility data for planning and analytics
11/28/2025,Finisher East,F3,51.4,74.1,6081,477.9,83.3,Synthetic environmental + utility data for planning and analytics
11/29/2025,Finisher East,F3,48.6,61.2,4354,612.5,70.6,Synthetic environmental + utility data for planning and analytics
11/30/2025,Finisher East,F3,48.4,70.9,5776,472.9,44.4,Synthetic environmental + utility data for planning and analytics
12/1/2025,Finisher East,F3,52.6,62.6,6159,541.3,43,Synthetic environmental + utility data for planning and analytics
12/2/2025,Finisher East,F3,49.3,61,5278,552.6,42.8,Synthetic environmental + utility data for planning and analytics
12/3/2025,Finisher East,F3,51.8,57.4,5846,596.9,50.3,Synthetic environmental + utility data for planning and analytics
12/4/2025,Finisher East,F3,52.3,72.4,6033,556.3,66.7,Synthetic environmental + utility data for planning and analytics
12/5/2025,Finisher East,F3,50.3,68.8,4226,602.9,47,Synthetic environmental + utility data for planning and analytics
12/6/2025,Finisher East,F3,51.4,58.6,5859,525.7,39.5,Synthetic environmental + utility data for planning and analytics
12/7/2025,Finisher East,F3,53.2,56.9,4736,568.9,41.6,Synthetic environmental + utility data for planning and analytics
12/8/2025,Finisher East,F3,51.4,61.8,4551,580,60,Synthetic environmental + utility data for planning and analytics
12/9/2025,Finisher East,F3,49.7,66.6,4530,544.2,77.7,Synthetic environmental + utility data for planning and analytics
12/10/2025,Finisher East,F3,55.9,67.6,5174,486,42.7,Synthetic environmental + utility data for planning and analytics
12/11/2025,Finisher East,F3,56,63.1,4752,563.2,52.5,Synthetic environmental + utility data for planning and analytics
12/12/2025,Finisher East,F3,51,62.7,5237,527.6,81.3,Synthetic environmental + utility data for planning and analytics
12/13/2025,Finisher East,F3,51.2,69.3,4366,519.3,64.9,Synthetic environmental + utility data for planning and analytics
12/14/2025,Finisher East,F3,52.8,60.7,5018,545.9,44,Synthetic environmental + utility data for planning and analytics
12/15/2025,Finisher East,F3,51.9,57.9,5520,585.7,71.4,Synthetic environmental + utility data for planning and analytics
12/16/2025,Finisher East,F3,56.4,68.4,6157,615.3,42.5,Synthetic environmental + utility data for planning and analytics
12/17/2025,Finisher East,F3,57.9,66.3,6120,552.4,67.5,Synthetic environmental + utility data for planning and analytics
12/18/2025,Finisher East,F3,56.5,62.3,4657,549.6,41.1,Synthetic environmental + utility data for planning and analytics
12/19/2025,Finisher East,F3,55.6,59.3,5774,613.7,76.7,Synthetic environmental + utility data for planning and analytics
12/20/2025,Finisher East,F3,54.8,55,5190,513.6,68.8,Synthetic environmental + utility data for planning and analytics
12/21/2025,Finisher East,F3,59.5,65.2,5937,617.6,67.3,Synthetic environmental + utility data for planning and analytics
12/22/2025,Finisher East,F3,55,55.7,4797,533.4,51.8,Synthetic environmental + utility data for planning and analytics
12/23/2025,Finisher East,F3,55.1,71.8,4939,453.7,45.5,Synthetic environmental + utility data for planning and analytics
12/24/2025,Finisher East,F3,55.6,59.7,4898,529.7,74.8,Synthetic environmental + utility data for planning and analytics
12/25/2025,Finisher East,F3,58,68.1,4225,526.3,77.7,Synthetic environmental + utility data for planning and analytics
12/26/2025,Finisher East,F3,58.1,66.3,5397,566.7,37,Synthetic environmental + utility data for planning and analytics
12/27/2025,Finisher East,F3,57.5,71.4,5407,483.2,52.6,Synthetic environmental + utility data for planning and analytics
12/28/2025,Finisher East,F3,58.2,63.5,5287,583.8,54.8,Synthetic environmental + utility data for planning and analytics
12/29/2025,Finisher East,F3,59.8,74.5,4687,547.8,62.9,Synthetic environmental + utility data for planning and analytics
12/30/2025,Finisher East,F3,58.7,73.7,5117,463.8,82.2,Synthetic environmental + utility data for planning and analytics
12/31/2025,Finisher East,F3,59.1,67.4,5855,578.1,40.3,Synthetic environmental + utility data for planning and analytics
1/1/2025,Finisher West,FW1,59,57.2,4249,586.4,37.9,Synthetic environmental + utility data for planning and analytics
1/2/2025,Finisher West,FW1,63.4,67.8,4691,521.5,36.3,Synthetic environmental + utility data for planning and analytics
1/3/2025,Finisher West,FW1,58.7,74.6,6064,558.5,48.1,Synthetic environmental + utility data for planning and analytics
1/4/2025,Finisher West,FW1,62.4,55.2,4967,599.7,41.4,Synthetic environmental + utility data for planning and analytics
1/5/2025,Finisher West,FW1,63.5,64.8,5866,524.6,50.4,Synthetic environmental + utility data for planning and analytics
1/6/2025,Finisher West,FW1,63.8,58.6,5378,560.3,53.9,Synthetic environmental + utility data for planning and analytics
1/7/2025,Finisher West,FW1,60.6,59.7,5395,588.5,41.8,Synthetic environmental + utility data for planning and analytics
1/8/2025,Finisher West,FW1,65,65.3,4547,499.1,49.8,Synthetic environmental + utility data for planning and analytics
1/9/2025,Finisher West,FW1,64.3,58.9,4443,594.4,53.1,Synthetic environmental + utility data for planning and analytics
1/10/2025,Finisher West,FW1,60.8,74.3,4551,542.4,69.3,Synthetic environmental + utility data for planning and analytics
1/11/2025,Finisher West,FW1,60.9,68.9,6115,548.8,61.5,Synthetic environmental + utility data for planning and analytics
1/12/2025,Finisher West,FW1,66.5,70.3,5615,481.6,65.2,Synthetic environmental + utility data for planning and analytics
1/13/2025,Finisher West,FW1,65.3,64.2,5823,612.5,83.7,Synthetic environmental + utility data for planning and analytics
1/14/2025,Finisher West,FW1,67.1,63.8,5819,506.1,67.7,Synthetic environmental + utility data for planning and analytics
1/15/2025,Finisher West,FW1,62.2,72.8,5735,578.5,67.8,Synthetic environmental + utility data for planning and analytics
1/16/2025,Finisher West,FW1,66.1,60,5132,468.2,55.9,Synthetic environmental + utility data for planning and analytics
1/17/2025,Finisher West,FW1,67.9,58.3,5556,455.6,65.3,Synthetic environmental + utility data for planning and analytics
1/18/2025,Finisher West,FW1,67,62.2,4907,612.3,68.5,Synthetic environmental + utility data for planning and analytics
1/19/2025,Finisher West,FW1,65.4,62.9,4788,594.6,81.1,Synthetic environmental + utility data for planning and analytics
1/20/2025,Finisher West,FW1,65.4,73.3,4540,572.3,48.3,Synthetic environmental + utility data for planning and analytics
1/21/2025,Finisher West,FW1,65.3,65.6,4507,546.6,51,Synthetic environmental + utility data for planning and analytics
1/22/2025,Finisher West,FW1,65,65.3,4833,481.7,45,Synthetic environmental + utility data for planning and analytics
1/23/2025,Finisher West,FW1,70.7,66.9,5115,451.2,45.7,Synthetic environmental + utility data for planning and analytics
1/24/2025,Finisher West,FW1,68.7,69.2,5065,475.7,37.6,Synthetic environmental + utility data for planning and analytics
1/25/2025,Finisher West,FW1,68,68.1,5878,596,82.8,Synthetic environmental + utility data for planning and analytics
1/26/2025,Finisher West,FW1,66.6,66.2,4979,452.7,60.4,Synthetic environmental + utility data for planning and analytics
1/27/2025,Finisher West,FW1,68.3,74.8,4727,492.3,81.4,Synthetic environmental + utility data for planning and analytics
1/28/2025,Finisher West,FW1,68.9,58.9,6157,530,72.5,Synthetic environmental + utility data for planning and analytics
1/29/2025,Finisher West,FW1,72.4,58.6,5259,607.3,60.5,Synthetic environmental + utility data for planning and analytics
